看板,標題,作者,發文時間,內容,留言
Gossiping,[問卦] 吃兩碗飯就要道歉,linein (linein),Mon Jul 10 15:10:00 2023,"
欸
這社會怎麼了
吃兩碗飯就要道歉
想當初以前阿肥一次都吃五碗
也沒有店家出來阻止阿肥吃飯
google還不能給負評
這社會怎麼了
有卦嗎

","['有種花錢買啦，免費仔', '哪有吃到兩碗', '你要怎麼證明你吃兩碗粉絲', '1.2', 'https://i.imgur.com/mj1HhQ2.jpg', '五樓挖肛門證明', '你自己要道歉的啊 有人逼你嗎???', '不要道歉啊幹，鄉民想看血流成河', '你ㄘ兩碗的飯 就付一碗的錢', '你說說看什麼是驚喜', '嘻嘻 店家有夠爛', 'https://i.imgur.com/LqnBFi8.jpg', '店家爛死', '詐騙集團會跟你說免費不等於無限量', '供應', '白飯免費 (賞你1碗)', '人家只說免費 又沒說要給你吃', '爛店吐了 每道菜都又鹹又油 還沒飯', '五樓圖片。感覺業主好….', '還嫌客人說鹹還點鹹豬肉。笑爛', '覺得店家爛+1 但是網路風向一面倒', '免費!=無限量供應  哪有這麼爽的', '拿五年前的文出來？笑死，好了啦免費仔', '有免費，也有吃到飯了，不知有啥好吵', '你有帶27個人去吃嗎', 'https://i.imgur.com/5YqkWg3.png', '媒體幾乎都挺老闆，不一面倒也難', '你說得對 學生根本無辜', '五年前說的不算數是不是？乾脆去只喝', '酒吃菜然後幫老闆洗碗收桌子，離開前', '你是不是吃呃兩碗粉只給一碗錢?', '給五星好評留小費', 'fb.dcard媒體北科其他係都挺老闆', '做生意的方法為什麼不可以改，你就說看', '看呀，你說嘛免費仔', 'PTT反指標正常運作中', '還是有人挺學生，反正免費就是要吃到飽沒', '有就揪團一星差評', '供三小 吃光白飯還去洗1星 被肉搜才道歉', '這群飯桶被公幹剛好而已', '窮學生吃什麼熱炒 當老闆不用賺錢？', '以前饗食炸蝦要等就被負評了', '挺學生的是校友還是差不多素質的人XD', '北科大素質不意外', '這種事挺學生才正常吧？', '就一開始先被帶風向了阿 可憐的學生', '說什麼白飯免費不是無限量 根本找理由', '花12000風向肯定反過來 簡單來說就是看', '不起花只花6000的學生們', '白飯怕人吃還不能給一星', '那吃到飽的最後30分鐘不能加點是不是也要', '出征', '你他媽的是弱智是吧，飯給兩桶也沒收錢', '，是要哭啥啦，免費仔', '邏輯死亡，吃白飯就是免費仔，人家有', '付錢的欸，五年前免費吃到飽發文留言', '，五年後免費吃完不補上新聞公審，還', '幫老闆解釋', '哪裡有付白飯錢???', '如果20元白飯吃到飽你沒飯吃再來批好嗎', '5566不意外', '付熱炒錢不是錢嗎，你今天去熱炒店點', '菜吃不到飯不覺得怪怪的嗎', '吃5碗是不是太謙虛了', '新聞說沒等白飯煮好就離開，留一星', '挺學生=柯粉=中國受刑人', '學生說店家回應，不會再補飯了', '看新聞的當然狂罵學生', '今天是沒吃到飯是嗎??', '吃旭集現作的，沒吃到會給負評?', '中國的學生 低端工人都沒這惡魔可憐', '自已不等的怪誰', '你知道有人吃碗涼粉就被弄死嗎？', '這裡真是跟社會脫節的好所在', '如果店家回應不補 是要等三小==', '挺店家的邏輯一堆滑坡 你就知道誰對誰錯', '雖然店家很爛 但那學生錯字也太多==', '別的店白癡一碗收十塊 你免費想要招客', '然後再來說不是無限量供應']"
Gossiping,Re: [問卦] google刷一星真的有用嗎?,touyuan (今天左手陪我),Mon Jul 10 15:11:37 2023,"其實出去玩吃東西，這個功能還是滿好用的
第一  先點 營業中
第二   四顆星以上
第三   看菜單價格
第四  看照片，跟負評(很少看正評)
其實簡單步驟

像下面我前幾天去澎湖就這樣點
很少踩到雷，頂多幾百元
https://i.imgur.com/cM5KE0O.jpg
https://i.imgur.com/6xvRQds.jpg
https://i.imgur.com/99FMrSD.jpg
https://i.imgur.com/yuKiilR.jpg

※ 引述 《iohan (iohan)》 之銘言：
: 　
: 　
: 如題
: 　
: 好奇問問
: 　
: 評論刷一星除了自爽外
: 　
: 真的能對店家產生影響嗎？
: 　
: 之前不是有個澎湖什麼廚的
: 　
: 被某個賭博實況主霸凌
: 　
: 兩個禮拜過去了結果現在評價還有4.5
: 　
: 後來聽說店家是可以刪評論的!?
: 　
: 　
: 　
: 那假設評論可以刪的話
: 　
: 快炒店點點滑鼠讓學店屁孩閉嘴不就完事了
: 　
: 還po網公審是在幹嘛？
: 　
: 而且可以刪評論的導覽平台本身公信力就是零吧
: 　
: 留言的沒屁用被留言的沒影響
: 　
: 為啥要那麼在意?
: 　
: 　
: 　
: 如果不能刪的話
: 　
: 那為啥4萬1黑店評價那麽高?
: 　
: 都沒人刷負評?
: 　
: 還是說其實從頭到尾4萬1都是被冤枉的
: 　
: 兩斤半炮管是真材實料
: 　
: 是某個自稱澎湖土人根本不懂吃
: 　
: 　
: 　
: 6000白飯 > 41000三點蟹粥
: 　
: 點解?
: 　
: 　
: ","['你的蚵仔不新鮮', '這些都是死的海鮮 不新鮮', '老實說根本沒去過的店亮著1.2星你敢去', '踩雷嗎?', '跟上露天一樣,負評看一看就知道七八成了.', '你在天龍國幾乎都4分以上', '所以這樣點多少錢???', '四星以上比較敢踩進去', '砲管有2.5斤嗎']"
Gossiping,Re: [新聞] 逛百貨遭2小兄弟「重捶胸部」　家人袒護,XristianBale (The Dark Knight ),Mon Jul 10 15:12:09 2023,"※ 引述《palajuice (芭樂好好吃)》之銘言：
: 1.媒體來源:
: ETtoday新聞雲
: 2.記者署名:
: 記者黃宥寧／台北報導
: 3.完整新聞標題:
: 逛百貨遭2小兄弟「重捶胸部」　家人袒護嗆聲！OL崩潰發文控訴
: 4.完整新聞內文:
: https://cdn2.ettoday.net/images/6354/d6354900.jpg
: ▲北市士林區大葉高島屋驚傳有小學生對1名OL以「拳頭重捶胸部」。（示意圖／免費圖
: 庫pxhere）
: 員警到場後，對方仍未道歉，2名員警留下雙方資料，但OL還是決定離開現場直接去報案
: 。她無奈指出，對方才11歲多，未滿12歲不能用刑法辦，但她仍堅持用性騷擾防治法報案
: ，雖然員警說低於12歲只能通知社工和學校輔導機制調查處理，但她下禮拜也會自行去提
: 民事告訴。
: 她痛斥，這種人父母態度差勁，毫無悔意一昧包庇，甚至直到員警到場，對方父親才開始
: 問自己孩子，她認為這種人如果姑息了，下次升國中就對其他女同學出手了，不用司法教
: 訓，以後是不是就去侵犯別人了，她強調不想下個女生受害，所以不會息事寧人。
: 對此，轄區派出所表示有受理該案，將由分局決定後續處置。由於少年事件處理法第85條
: 之1第1項規定：「7歲以上未滿12歲之人，有觸犯刑罰法律之行為者，由少年法院適用少

1994  新湖國小女老師命案了解一下

1994年任職於新湖國小的女老師吳曉蕙，陳屍於校園內地下室停車場，疑似曾被人猥褻，
詭異的是，她的臉上竟被用消防泥沙覆蓋，慘遭活活悶死

犯案時竟年僅15歲。黃啟峰如今已42歲，已於2017年假釋出獄(23歲被逮，估約坐牢19年)
，豈料他竟在2020年底，誘拐未成年進行性交易，
於2021年底被判刑3個月；同時評估他性再犯機率高，裁定送強制治療。

阿善師回憶，當年年僅15歲的黃啟峰，和另一名11歲的共犯阿銓(化名)，因為在家中看了
A片，對性產生衝動與好奇，兩人出外閒晃到新湖國小地下停車場時，看到獨自一人正準
備洗車的吳曉蕙，便摀住她的嘴巴、勒住脖子，而吳曉蕙無法掙扎陷入昏迷。但黃啟峰與
阿銓只是少年，根本不知道怎麼性侵，最後只使用嘴巴和手猥褻了吳曉蕙。當時兩人以為
昏迷的吳曉蕙已死亡，擔心遭報復，想起阿嬤說的「人死了只要蓋著她的臉，就不會被鬼
魂找到。」於是就地取材，拿樓梯間的消防土混合水，蓋到吳曉蕙的臉上，吳曉蕙慘遭消
防土活活悶死，最後兩人還打算把死者的車開走，卻不知鐵捲門怎麼開而棄車逃逸。

開庭時，法官認為黃啟峰殺人又毫無悔意，不慌不忙想開走車子，理論上應判處重刑，但
考量他犯案時僅15歲，因此與另一性侵外國女子的案件，合併判處20年有期徒刑；當時11
歲的小銓則判感化教育三年。據了解，法官處分黃啟峰需針對「性衝動」的部分，到專業
機構進行治療1年半再入監服刑。而2017年黃啟峰聲請假釋出獄，台北市衛生局持續追蹤
輔導教育，因此黃啟峰出獄後每月仍須參加兩次的團體身心及輔導教育，直至2020年評估
小組認為黃啟峰有改善，所以變成每月參加一次就好。

豈料2020年底，已經40歲的黃啟峰詢問一名未成年女子，是能否以2000元的代價與他援交
，少女答應後，他便開車載她到路邊停車格，在後座發生性行為，後來因少女與男友提起
此事，男友憤而報警，事件因此曝光。


所謂的#社會安全網
就是把性侵犯 不斷不斷的放出來
看看他們究竟是可教化還是不可教化

","['這是拍成台劇的那個案子嗎？', '六七年級生也沒多單純，垃圾家長不分年', '代', '社會推了一把', '忘記劇名了', '那個未成年的純粹你情我願的性交易，有', '不可教化？', '未成年?是多未成年 11歲嗎?', '至少長大以後不會再用暴力了', '現在教育普及 刑法標準早該下降了', '10歲都合理', '這種垃圾 就算關出來 還是垃圾 增加社會', '危險而已', '這種雜碎本來都該死刑 一點機會都不該', '給 給了絕對有下個受害者', '回憶回來了', '原來拍成台劇的就是這個案子', '順便不作為的家長一起連坐', '台劇是哪部啊？', '白癡法律人說的可教化 呵呵呵']"
Gossiping,[問卦] 夏天iPhone滑PTT一直過熱怎麼解決啦,rick102233 (),Mon Jul 10 15:12:25 2023,"https://i.imgur.com/nnW7hb4.jpg

受不了欸，怎樣才叫正常溫度啊

也才滑PTT而已也會過熱

都已經開省電模式了，螢幕反應變慢

CPU處理也變慢，充電還不是快充

還在那邊過熱

夏天是還要不要給人用iPhone

到底怎麼處理？

","['換新的', 'iphone不是防水？拿去泡一下就好了', '不要充電', '開冷氣啊', '不要用iphone或是不要滑ptt,二擇一', '你先把充電拔掉 過熱時到80就不會充', '下載冷氣app幫手機降溫', '你一邊充電一邊用手機哦', '真想充的話幫這公主手機吹冷氣', '不要充電時 使用', '先問個問題，你用mo跟J？', '不過現在的氣溫  你不使用 一定白天大都到', '80% 就不充了', '放到冰箱啊', 'BePTT 剛試了還真的 室溫不給充了', '不要到戶外區就好', '我人都感覺還好 手機就不給充 三小', '無框行動是啥酷東西', '你一定用mo', '你連網路用什麼', '加持信仰讓他降溫', '無框就沒綁約的4G中華電信吃到飽', '八成是mo', '把會發熱的APP關掉']"
Gossiping,[問卦]廢熱發電根據熱力學第二定律到底可不可行?,NARUTO (鳴人),Mon Jul 10 15:12:57 2023,"熱力學第二定律表示能量做功無法百分之百轉換
必定有能量散逸成廢熱

而且這些廢熱是無法重新利用的

所以未來某一天當全部的能源耗盡時人類文明將會終結（吧？那一天應該要很久很久？）



那為什麼會有廢熱發電？
廢熱在這熱到爆的夏天到底能不能拿來發電讓大家冷氣吹到爽？

","['效率非常差', '太陽發一天的熱度就比有人類以來全部加起', '來還多', '所以問題在於太陽，懂', '是要問幾次，重點是溫差不是廢熱', '與其要達到熱寂 人類先滅亡比較可能', '發電需要蒸汽，蒸汽需要加熱', '黨可以轉成愛', '廢熱只是用來把要灌進火力發電爐心的新', '鮮空氣預熱到800度而以', '用沸騰的愛', '溫度不足加熱不上去，耗時又費功', '效率&經濟問題 能發電不代表合乎經濟效益', '重點是溫差', '以色列作過在沙漠中用熱空氣發電，用1個', '20公尺的空心高塔讓太陽曬，形成空氣對', '要有個低溫源 而且效率的上限也是溫差', '流來帶動發電機的葉片', '所決定的', '以色列那個聽起來像類風力發電', '發電要有物理量的梯度啦，目前是壓', '力差', '我的構想是建照北溪二號級的管線橫', '跨南北半球，不過輸送的是高壓空氣', '，可以是二氧化碳，壓縮機的廢熱給', '寒冬供暖，氣體膨脹制冷給盛夏當冷', '氣，這就沒廢熱問題']"
Gossiping,[問卦] 二世祖遇到白飯吃不夠會怎麼辦,jimmy0316 (一吻便顛倒眾生),Mon Jul 10 15:13:05 2023,"辦桌通常是在戶外啦

欸 客人白飯吃不夠怎麼辦

會被主人罵吧

能先拿炸湯圓出來招待嗎

有人要贊助飲料和冰品嗎？

急 下線等

","['樓下看到五樓會怎樣', '總之先炸湯圓', '找人贊助', '先端出炸湯圓', '會送炸湯圓吧==', '一人一盆炸湯圓 看你有多會吃', '先炸湯圓ㄅ?', '煮麵 比較快 真的', '先補一桌炸湯圓', '鐵盆白飯', '炸湯圓吃到吐', '推給贊助']"
Gossiping,[問卦] 白飯是網軍拿來洗掉東海用的嗎?,ThorFukt (托爾),Mon Jul 10 15:13:19 2023,"白飯明明就不是啥屁大的事


可是看一些很眼熟的綠粉ID卻超熱衷討論這件事


而且從昨天晚上不眠不休 半夜都要發文討論到現在也太high了吧



白飯吃不飽的學生是不是被拿來獻祭 轉移東海的焦點用的?


","['4', '白飯好吃', '是，可悲的的是一堆智障在那氣的義憤', '阿怎麼北流太監八卦版柯粉特別安靜的說', 'https://i.imgur.com/dKW4Uta.jpg', '填膺', '浪費社會資源', '是啊 很明顯，因為賴導這種假演出太傷', '人設了', '應該調查 東海學生都吃幾碗？', '那個已經結束了 今天任務是洗北流', 'lie導太震撼了', '會記得的永遠會記得啦 腦弱的一樣一下', '就忘了 現在還有多少人記得將來可以不', '用支持民進黨這件事？ 還有人記得管中', '閔嗎 還有人記得可以拍桌嗎？還有人記', '得高雄撞死人議員嗎？還一堆勒', '怎麼不說用來蓋北流？', '大家在檢討小事啦', '掩蓋lie神巧遇學生', '看了一下 東海新聞超無聊', '也只有這幾天是白飯文 柯粉造神好幾', '個月了欸']"
Gossiping,[問卦] 習近平的小太監現在是誰？,KENDO777 (KENDO777),Mon Jul 10 15:13:29 2023,"如題

習近平如同中國皇帝一般權力高上

島內事務通常都傳不到他那裡

如果要挑一個島上最優秀聰明的小太監

那會是誰呢？


有沒有八卦？

","['柯', '蔡ee', '五樓啊 整天在故宮被包子肛', '柯文哲阿', '柯文哲吧 長得也像', '蔡ee', '森蘭丸  馬芙丸', 'ee吧', '樓下肛門被誰肛過', 'https://i.imgur.com/X9lhuGM.jpg', '金孫', '應該是馬吧 智商不能太高的才好使喚', '太聰明的信不過 有謀反的可能', '除了主席以外整黨不是狗就是太監的那黨', '想也知是母豬，人家都說自己中國人了', '好多呀 有綠有藍有白有黃', '絕對是柯文哲無誤XD', 'Lie Cheater啊賣台第一名']"
Gossiping,[問卦] 〓.〓 中國的失落這次是多少年？！,xzcb2008 (可愛老娘變態貓貓=.=),Mon Jul 10 15:13:36 2023,"中國即將完蛋

〓.〓

大通縮時代來臨了

完了

日本為此失落了30年

中國即將步入日本後塵

進入失落時代

這次很慘的

可能會有很多人吃人的事情要發生

甚至吃把自己小孩子吃掉

中國這次失落

幾年呢有沒有八卦？！


","['20年起跳', '阿肥的符號失落30年了==', 'Xz仔今天要到幾點', '去年經濟太好 太多囤貨沒辦法銷售。資', '金轉移', '…是退林還耕慘，還是種電的慘，讓我們', '看下企…', '維尼繼續當就會一直這樣', '美國一定會率先釋出善意 大賺一筆', '欠債太多 要看多久還得完才能知道', '覺青：崩潰3000年', '生育率垮的比日本還慘 沒救了', '3小時', '黨說沒失落就沒事']"
Gossiping,[新聞] 諷黃韻玲是太監？柯文哲「借北流遭拒」,nananokase (七色之風),Mon Jul 10 15:14:29 2023,"TVBS


記者 林至柔


諷黃韻玲是太監？柯文哲「借北流遭拒」說　惹怒藍綠議員


民眾黨總統參選人柯文哲將舉辦演唱會，柯9日自曝，原本要在北流舉辦，但蔣市府不讓他
辦，感嘆「卸任市長，世態炎涼」，並指，「通常這種事件，太監就解決掉，不會到皇上那
」。此說法引發北市議員們眾怒，民進黨北市議員何孟樺怒批，這明明就是柯文哲時代訂的
規範，卻為了選舉跑出來作秀、裝可憐；社民黨北市議員苗博雅認為，柯的說法，近乎指控
北流董事長黃韻玲是太監，認為對黃太不公平，且民主國家，依法行政，不能知法違法，沒
有皇上太監的問題；國民黨北市議員游淑慧也喊話，柯總統候選人應該支持柯市長」。

何孟樺批評，北流不得租借場地舉辦政治活動，明明就是柯文哲時代訂的規範，結果，柯文
哲卻為了選舉跑出來作秀、裝可憐，臉皮真的有夠厚、無恥至極。她指出，根據北流的《表
演廳檔期申請及收費規章》跟《戶外及室內多功能空間租借規章》均有明確規範「活動不得
有關政治議題、競選活動」，所以，柯文哲在這個時候跑出來說「世態炎涼」，就只是要作
秀、營造自己被迫害的假象，質疑柯文哲當了8年台北市長連北流的規範都不知道，臉皮厚
成這樣，哪裡務實、哪裡理性了？根本就是一顆裹著糖衣的毒藥。

 

何孟樺說，身為教育委員會的議員，她也要要求文化局、北流堅持不為特定政治人物開惡例
，同時提醒市府務必嚴守相關規範，不要因為任何政黨壓力、炒作而妥協。

對於柯文哲稱「世態炎涼，我卸下市長不到3個月，人家就不讓我在那裡辦了」、「通常這
種事件，太監就解決掉，不會到皇上那裡」，苗博雅說，這樣的說法，「近乎指控北流董事
長黃韻玲是太監。我認為對小玲老師太不公平」，並指，事實上，民主國家，依法行政，不
能知法違法，沒有皇上太監的問題。

苗博雅說，依照《臺北流行音樂中心表演廳檔期申請及收費規章》，清楚明白規定「表演廳
活動不得有關總統、副總統、 中央及地方公職人員選舉競選活動、政黨黨務活動或其他涉
及政治性議題活動」，柯文哲參選人的「政治募款演唱會」，依法本來就不能在北流辦，且
北流不能辦政治活動的規章，是柯文哲市長任內制定，怎麼會有皇上的問題？北流董事長黃
韻玲，是柯文哲市長任內所任命，怎麼會是太監？

苗博雅稱，柯喊的「世態炎涼，皇上太監」說法，借不到場地就扭曲規則，塑造自己被打壓
的形象，不只是打臉柯文哲前市長，也真的是冤枉黃韻玲了。

游淑慧說，柯文哲喊的「世態炎涼被人家擋下」，還暗指北流是太監揣摩上意，言語傷人勝
於刀傷，本應最了解他們的前市長，卻這樣指控她們……「我覺得是讓人難過的」，北流的
經營方式是行政法人，有非常大獨立管理營運的權限，與小巨蛋不同，這是柯任內制定，而
北流表演廳的租借辦法和營運規章，從2021年開始就明定不得租借為政治相關的活動，這也
是柯市府任內通過核定的。

游淑慧說，這規定不只針對柯文哲，而是針對任何人，其實台北很多場館都有類似的規定，
中立就是一切依規定辦理，「我相信如果今天還是柯市長，應該也會支持北流依規章辦理」
，喊話「柯總統候選人應該支持柯市長」。


https://news.tvbs.com.tw/politics/2174802?from=fbarticlecomments


備註:是不是自己幹過什麼事都忘記了？

","[' https://i.imgur.com/73UecL5.jpg', '水準很低 但白粉把他當神明', '真的是沒必要為這種事扣分', '笑死，蛆吱又一家親了', '世間送龍袍', '柯文哲真的很扯', '白粉氣噗噗想找蔣萬安算帳，沒想到小丑竟然', '柯文哲沒罵人是狗就不錯了', ' 讓這咖當市長八年 是台北市民的不幸', '是柯文哲自己', '未來的總統 動輒把人民罵做狗罵作太監', '狗是可愛的意思啦', '民眾黨那些議員呢？不是很兇？說說？', '自己打自己還是柯又贏', '他是開演唱會不是？還沒登記參選總統的候選', '人開演唱會算政治活動嗎？', '白粉現在硬拗不是政治活動', '同一件事洗幾十個新聞 看膩了', '除了綠共白粉是最會操作風向的族群', '呵呵 還沒登記不算政治', '柯布林自己都說演唱會要偷渡政績了', '不要再跳針了，政治活動是柯辦自己說', '黃韻玲真他媽有夠雖，這爛坑還要被罵太監', '他只是個孩子呀', '白粉現在硬拗民眾党主席是平民', '其實這樣情況下 選柯文哲才保險 監督力道', '4%又翻車了', '絕對足夠', '成功把北流吵熱 謝謝阿北', '這咖滿腦子封建思想 可憐', '網軍真多', '柯真的要道歉啦', '要立法規定參選人不能開演唱會?', '自己規定自己忘了？', '民眾党主席不是政治人物？白粉確定', '推藍綠大和解 綠韓粉狠狠教訓柯', 'Ｋ(waii)Ｐ(ets)可愛寵物 狗場子踹罵不行哦', '這比喻昨天聽到就覺得不行，道歉', '柯文哲就那張嘴強 做事能力有待商確', '選舉募款演唱會不算政治活動喔？', '柯文哲活該被打一巴掌，蠢到自己丟票', '柯不是忘記規定 是知道但還要偷雞摸狗申請', '該道歉就道歉啦 不要給我硬拗喔', '被拒絕還要罵人太監', '沒事兒 柯粉會繼續護航', '他自己都說要夾帶了 還在說他沒政治意圖', '快出來道歉止血~不然這新聞鐵定玩個一週!', '黃有睾丸嗎', '的是在反串嗎？', 'https://i.imgur.com/AhBc9RT.jpg', '網軍真多', '黃韻玲是你任內派的 你想當太上皇？', '圖真快真有效率', '被迴力鏢打到了！', '自己訂的規章 罵黃韻玲是太監', '柯文哲哪次不硬拗？', 'TMD裡養的不是母狗公狗 要不就是太監', '苗比太監還噁 嘔嘔嘔嘔嘔', '狗嘴吐不出象牙，請不要對號入座', '柯已經卸任了，藍綠議員還在監督在野黨？', '申請前就知道不合規定還故意要夾帶', '根本沒罵黃韻玲太監 是藍綠議員當黃韻玲', '夾帶失敗就罵人家太監 有這種垃圾？', '一般民眾申請演唱會=政治活動 LUL', '是柯文哲罵的太監', '柯文哲你這個鍋，蔣萬安可是不揹的喔....', '阿北自己也說是募款，白粉繼續凹阿', '還不道歉啊', '那不然柯文哲罵的太監是誰', '笑死，到今天白粉還是硬ㄠ這只是演唱會...', '人神共憤哦~~~~', '白粉說一下柯文哲罵的太監是罵誰？', '這個比東海學生會長嚴重多了吧', '柯文哲本人都出來說當天會宣傳他的政績了..', '好多低能兒塔綠斑哥布林出來高潮ㄛ 嘻嘻', '封建思想不是一招吃天下的 蠢皇族意識', '沒罵太監，阿不然太監是指誰？', '柯文哲第一名，羨慕嗎', '白粉出來丟臉  又不是一天兩天的事', '民國都過百年了 還在皇上跟太監', '藍綠都罵 代表柯文哲罵人太監做對了', '阿北這番操作真的不行', '低級柯布林 笑死', '他這種講話方式不改  之後會更多攻擊點', '該道歉就道歉啦 柯粉護航難看', '柯要道歉吧 自己的規定還罵人太監是怎@', '苗才是太監吧XD', '柯憐啊', '白粉們。你們自己讓老闆翻車的。去切腹', '柯不是講話方式問題 是人品本來就很差', '還好啦 不用兩天賴跟侯就會自爆更大的', '你要不要推翻民國 重新制定律令', '人品差才動輒說人家狗罵人太監 心壞嘴臭', '白粉讓老闆出包。去切腹謝罪吧', '直接講哪一次沒惹怒就好 藍綠不就是個笑話', '阿北就是這點可愛', '先去看好規章再罵人吧。', '又被人抓語病了 這真的是啊北的短版', '令人反感的復辟', '我很喜歡她唱快樂天堂說', '真的該好好上性平教育...', '阿北該道歉了 出事啦', '黃這時候召開記者會離職最好', '白粉還拼命護航，真的有病', '幕僚自盡吧 敏感度不夠', '政治受虐兒這麼會演', '依法行事也酸人  這也捧得下去', '換了位子就換了腦袋？對 就是說阿北', '柯p道歉', '同樣新聞洗幾十遍實在很膩就是', '估計過沒三天 柯就道歉了吧', '草包市長不意外 就只會在那邊裝受害兒', '真的白癡 直接道歉吧', '阿北還不出來止血', '柯文哲該道歉了吧 還要ㄠ嗎==', '規定是你柯文哲2021年訂的，蔣萬安遵守你訂', '的規矩哪裡錯了? 你柯文哲要罵人家太監?', '博聲量 然怪總是只能當最後一名', '自己訂的 還想偷渡？', '不管嘲諷的是誰 別老是裝受害者', '被柯說中了 不用到市長就被否決 柯神', '藍綠大團結 深綠蔣粉變好多喔', '蔣市府到底錯在哪？白粉還要凹到怎樣', '阿北初4了！該拜地基子了！', '立院公器私用做黨務 北流募款 專門偷雞摸狗', '只有柯能讓藍綠和解', '這種人說要當總統反貪？ 最貪的民眾黨跟柯', '整天洗白粉4%阿北初4 洗到民調越來越高', '規定好的 就別說那麼多了', '對對對游淑惠這樣才對味☺', '各種小利都要佔便宜 還有人再膜拜', '發言人：太監可愛', '白粉只會扯藍綠，護航好弱', 'https://i.imgur.com/J30iFRr.jpg', '阿北又施鹽了', '當初爆發民眾黨利用立院資源做黨務 就該看清', '苗是不是對雞雞特別敏感 很多點可以', '罵的 偏偏要在名詞上說嘴', '拜託白粉不要再凹了，你們家主子自', '己承認是政治活動了', '柯文哲怎樣的人 他都覺得可以', '又團結藍綠了~阿北你真壞', '不能辦政治活動當過市長還不知道嗎', '柯罵北市府的官員是太監阿?!', '阿伯閉嘴啦 演唱會很重要膩', '叫賴侯辦演唱會阿 眼紅就說', '快道歉吧 不然很難看', '還有畜生護航不是政治活動，真的下賤', '柯粉 你們沒準備好讓老闆出糗。要下跪了', '這局柯扣20分', '幕僚混吧！沒準備好讓老闆亂發言。完蛋', '結果是綠共因為柯P就拒絕 不論任何活動', '了', '年輕人剛開始都對新政治抱持期待，', '這篇更過分了', '以為柯真的能改變什麼，殊不知後來', '才知道他只是羽翼未豐而已，事實上', '本來就失言，不必護航，建議柯文哲道歉', '台灣的政治根本沒有任何值得期待的', '黃韻玲沒想到她會跟政治扯上關係', '柯文哲只能道歉了。底下人也慘了', '柯糞…', '我實在不懂甚麼叫暗指太監', '柯文哲哪裡能改變什麼 他有道德就不會叫黨團', '斷章取義成這樣', '去立法院用公家資源做黨務了', '罵到太監真的過分了', '柯就是什麼都貪 又要指責別人貪', '笑死抱怨人家不睜一隻眼閉一隻眼', '明知道北流不能做政治活動 還硬要夾帶', '被拒絕就罵人太監 這種心態太可惡', '這個該罵，但還是要下架垃圾Dpp', '藍綠都生氣，阿北又加分了', '當總統不就跟皇上一樣自居', '嘴巴好臭', '柯粉好了拉 還什麼新政治', '搞不清狀況 失言而已 早點道歉完 別讓', '人無限上綱', '難怪崇拜毛澤東蔣經國 他就是獨裁者心態', '看到苗博雅出來駡，應該是做對了什麼，幫推', '一下', '順我者昌 逆我者狗或太監', '柯鞅做法自弊', '罵人太監是蠻沒口德。虧他還會唸佛經', '市府通黨部，搞TMD寄生，白粉也都裝沒事', '為了打擊柯p 藍綠上演大和解 真棒', '結果是綠共因為柯P就拒絕 不論任何活動', '好不容易撿到槍', '好', '自己訂的規定自己不遵守', '白癡 照規矩來很難嗎 還嘴別人太監', '這是失智的前兆', '自己打自己臉', '還要幾篇？', '失智了嗎', '拜登柯又在失智亂講話了', '原來蔣萬安是綠共，懂了', '誰的狗...阿不對，這是我任內任命的', '阿北自打嘴巴好可憐', '藍綠大和解 笑爛', '拿明朝的劍斬清朝的官，大逆不道', '美國都被罵強盜 太監算好聽了', '八又翻', '已經澄清一開始綠共因為柯P就直接拒絕', '哥布林性騷靜悄悄 柯p失言婦女部出動啦', '又在造謠了  哪裡澄清了你說啊', '藍綠噁心 夾殺柯文哲 台灣還要爛多久?', '失言有兩種，這一次阿北會跟虹安一樣被', '結果白粉整篇跳針藍綠 無視柯布林自爆', '太監們開始出來對號入座了', '罵到哭嗎？', '垃圾柯就愛講些低能兒愛聽的話', '沒事，柯粉死忠的', '這個比喻失當，不用硬拗出來道歉吧。', '柯布林現在是自打臉嗎', '反正白粉柯粉柯布林粉永遠都是無腦挺', '每次柯做啥醜事只要扯藍綠迫害就好', '寄生立院時就該知道柯不是有道德會貪的人', '綠共看新聞吧 是北流拒絕柯P任何活動', '而且白粉會第一時間跳出來造謠都是別人害的', '真的只有柯文哲能做到藍綠和解XD', '都說要謹言慎行 又變素材了', '能偷雞摸狗就偷雞摸狗 被北流拒絕還惱羞成怒']"
Gossiping,[問卦] 癱瘓支那國的網軍 要哪裡請?,dahanjian (強煎戰飯),Mon Jul 10 15:15:47 2023,"
這個我隔壁63歲高褲腰老頭

說台灣不要戰車 不要f16 不要地雷

只要學以色列網軍

每年選一天癱瘓支那高鐵atm

支那就會嚇得吃手手

版上資安專長的有沒有?!

請一個要多少錢啊?

台灣將軍級好像才十幾萬月薪

要癱瘓支那國

大概一個月多少? 有沒有可能?




瓜?@!











","['這視同宣戰行為，聽聽就好', '坐等2024 10.1']"
