看板,標題,作者,發文時間,內容,留言
Gossiping,[問卦]  政府幫你還10萬，沒學貸感覺很幹？,linx210145 (hotnet),Mon Jul 10 23:01:54 2023,"https://i.imgur.com/qx5Kxwo.jpg

以前就學打工省錢

每年擠出10萬繳學費

從來都沒去辦過學生貸款

剛剛朋友在群組說隨便請就過了

資格有夠輕鬆
https://i.imgur.com/4rzKT1B.jpg
一個月賺不到四萬就可以
馬的 我朋友都要30了
直接免一年，不就十萬

他馬的 除了6000元
政府啥福利都沒領
一年還要繳五萬多
https://i.imgur.com/NW5YUgc.jpg


等於 我一年打工做白工
如果拿每天晚上打工時間去打炮
不知道可以多搞幾個
光看到就賭爛

","['自己選出來的是在靠北三小', '年底還是捏著懶趴投817', '不爽可以去對岸==', '月收入不到四萬 慘慘', '做功德幫別人繳學貸得到心靈富足阿', '政府很有錢', '學貸是八年吧 一年本息也不到10萬', '一年本息就是一個學期的錢啦', '警察 消防 軍人 救命裝備缺一堆 但是', '買票灑錢不手軟耶', '等你出社會，政府還會拿你的稅金解決', '這樣也有五萬，政策買票', '很多奇怪的問題', '頭期款增加十萬嘻嘻', '一年不是2個學期,大概公立5萬,私立10萬', '不是，這個不是只幫你還一年利息嗎?', '買票買起來', '本息 好嗎', '本息,是本金加利息吧?', '只還利息會被噴吧 超低欸 ==', '喔喔，謝謝解惑，幹你娘政府= =', '一年本息應該私立大學有啦，快十萬有些還超', '過..', '月薪4萬以下 選票upup 不知道有沒有統計', '有多少人 好奇', '別人還學貸的錢是從你這邊出的，你薪', '水比較高要養低薪仔跟不繳稅的', '這是指 非在學已畢業且月薪不到四萬的人 可', '以獲得一年學費的補助欸', '國立大學畢業的省五萬 私立的省十萬', '該不會連畢業後沒工作當尼特或家裡有礦的都', '有補助吧', '幹自己繳學費的為什麼不補助可憐哪', '不用申請，從銀行端抓資料符合直接扣', '私立一年能貸到12萬多，(學費4.5+住宿費', '1.5+書籍費0.3)*2', '誰叫你投民進黨，哈哈', '推', '綠共滅台滅種計畫大成功，祖國安插3、40', '年，終於把台灣搞爛成這樣。綠共勢力崛', '起，剛好就是台灣國力走下坡的時候，綠', '共的所有作為都是在導向台灣滅亡', '你自己不貸款的，嘻嘻', '勤勞的養耍廢的 讚讚', '你被分化了，塔綠班得票+1(你朋友)', '如果還一半的怎麼算阿 也是減免十萬？ 票', 'upup', '中產還挺綠狗 自找的 領不到活該', '就還沒出社會怎麼還一半 笑死', '學貸是幾學期分幾年還，一年本就是一學', '期學費，一年息要看本金剩多少，有錯請', '指正', '垃圾請自行處理']"
Gossiping,Re: [問卦] 後天參加中職選秀的會害怕進富邦嗎,GA389434 (GA389434),Mon Jul 10 23:03:26 2023,"※ 引述《b8103033 (b8103033)》之銘言：
: 後天中華職棒要舉行選秀會
: 而今天又爆出富邦內部管理和風氣問題
: 所以後天要參加選秀的
: 是害怕進富邦
: 還是期待進富邦一起爽呢
:

被選到超慘超累的吧
比完賽還要被801旅學長帶去喝酒
不去就是不合群
之前紅中要大家早上到球場練球
海龜幫就在哭哭說要換教練
喝酒喝到3點難怪不練球

紅中還說富邦練球量不到Lamigo的1/2
事實證明苦練決勝負是真的有差
上半季各隊勝率除了富邦都超過5成

我是學弟被選到一定先哭一輪
因為職業生涯就到這邊
也不知道怎麼練球
因為完全沒有系統
實力停留在高中大學

","['蠻好奇的 台灣強度這麼低到底都甚麼人在', '看？', '喜歡看人家的演技啊 演技大考驗', '沒錯啊 爛的跟狗屎一樣的內容看了有意思', '嗎']"
Gossiping,Re: [爆卦] 北科大飯桶事件要刪道歉再發聲明戰到底？,uke823 (kerkerker),Mon Jul 10 23:03:28 2023,"
明明就是FB假正義的人太多==

網路吃到飽用太多公審
好市多洋蔥拿太多也公審
現在連白飯吃太多都能公審

然後看到違停就換個嘴臉變成你沒違規過嗎
簡直就是雙標哥布林==

","['https://i.imgur.com/tLHcofF.jpg', '上媒體非我所願？？？', '你偷渡概念耶 白飯根本正常吃兒而已', '花6000元吃個2碗飯而已在哭什麼', '哪隻哥布林換嘴臉 你嘛貼個證據', '沒有喔，護店家的認為是學生用一星公', '審店家', '真的不爽一個一星就好，跑去刷不就是', '耍白目嗎w 現在又靠夭被逼真的白目', '白飯怕人吃不會收錢嗎？', '正義磨人  看不慣 自以為正義', '好奇27人去吃，留多少評論叫刷？', '檢討人家用詞 行為  無視交通3000命', '27個人一個一星就好?', 'tsuba你家投票要不要合在一起算一票?', '對啊，為什麼說他們洗評論，用語有問題', '可能我有問題，不認為這些是洗或刷', '27個不好的感受在一起反而錯了', '這麼多人罵學生是否也是對學生狂刷一星負', 'https://i.imgur.com/aIWtOz1.png']"
Gossiping,Re: [爆卦] Joeman分手了 ,yuminkuo (本來無一物何處惹塵埃),Mon Jul 10 23:03:48 2023,"※ 引述《yuminkuo (本來無一物何處惹塵埃)》之銘言：
: ※ 引述《kidtoo (累Lei)》之銘言：
: : 剛剛看到全黑的畫面 以為怎麼了
: : https://i.imgur.com/OB9Hd04.jpg
: : 所以有錢 是不是也沒辦法維持感情
: : 你各位怎麼看呢？！
: : 感情的共識是什麼呢？
: 20190202
: https://www.youtube.com/watch?v=lLkOEZdlbtQ
: 20190717
: https://star.ettoday.net/news/1492103
: 上個月
: https://www.youtube.com/watch?v=nENYcGYI0Mw
: 20230710
: https://www.setn.com/News.aspx?NewsID=1320894
: 實況主 日本行 刷男友的卡
: 歷史總是驚人的相似

  來看看 Joeman 的成長

日期      2019/2                    2023/5

女友      咪妃                      妮雅

企劃      說走就走                  讓女友刷我的卡

目的地    法國>日本>大阪四天三夜    東京三天兩夜

乾爹      無                        星宇航空玉山銀行聯名卡

機票      長榮經濟艙 NTD 11,800*2   星宇商務艙 NTD 30,000*2

酒店      心齋橋 HolidayINN         東京灣洲際酒店
          NTD 4,000*3                NTD 18,000*2

備註      咪妃強調機加酒自己出

Day1

晚餐      平價壽司 100-350yen       六歌仙燒肉 NTD 14,800

購物      Donki  NTD 12,000          全家一番賞  NTD 1,800
          耳機Sony WH-1000XM3
          NTD 10,000
          背包

Day2      神戶

早餐      一蘭拉麵                  Tokyo入鹿拉麵 NTD 400*2

購物      ABC Mart H&M              LV A級品  NTD 25,000

午餐      神戶牛

晚餐      大阪燒 炒麵               東京肉Shabu  NTD 18,800

Day 3     京都

購物      和服5000yen 妝髮1500yen

晚餐      河豚料理

","['今年都要300萬訂閱了 這點錢很難嗎', '你有做周刊分析師的潛力', '半個月就有這些錢了吧', '我捐10000p 下一個或是嫩妹會比這個', '年輕', '爽過 無價', '有八卦記者的實力 不錯', '看來還不夠奢華', '記者會感謝你整理等等就抄走了', '好敢花   猛', '咪妃還比較正...女生眼光真差', '尼亞比較正吧', '咪妃比較正+1', '這點錢對JOEMAN來說全額付小意思吧?', '其實選的都是同一種類型的女生,結局一樣', '現在的咪妃屌打一切', '男女分分合合又沒啥,平常至極的事', '都已經吃過了 只是換一個而已', '妮雅也有請 你去看Yt 好像是晚餐', '多談幾次戀愛才能找到跟你走到最後的人', '現在的咪妃>妮亞>過去的咪妃', '千萬不要花理工男的錢 花了就翻臉', '觀察家', '四樓捐給我 我馬上賭光', '各位想當貴婦的會上啊！', '不就靠錢多可以一直換', '以他收入這沒多少錢', '咪妃正多了... 還越來越正', '現在的咪妃>>>>>>>>>>>>>>>>>>>>all', '笑死 分析的很好', '有錢男人想找嫩妹正常', '尼亞生日九面有送LV包耶', '看來咪妃比較好養', '小錢 恭喜換新或囉', '九妹是小白臉的概念？', '啊，是小肥臉給女人養？', '九妹分析師', '米菲萬一卸妝 晚上會嚇到吧', '他喜的女生氣質都同款', '再拿來做一集主題，奢華女友對決平價女友', '罰你做週刊圖', '才15萬而已  而且都是兩個人享受', '另外帶她買個二手包 有點傻眼', '他臉，女生生理上永遠無法跨過的一道', '坎', '這點小錢連阿滴、統神都出得起何況Joeman', '隨便都能刷幾百萬 拍片還這麼小氣', '九面需要的是找像蔡阿嘎的老婆 可以一', '直把所有生活拍片賺錢 以後曬小孩賺錢', '喝茶大對決終於可以自體驗了。', '馬上飛日本補拍平價料亭vs.奢華料亭', '...你很無聊']"
Gossiping,[問卦] 大學當總召有多威風？,amgine22222 (五哥),Mon Jul 10 23:04:05 2023,"我阿五啦
大學的時候都在當肥宅
現在也是
如果啊 本肥大學的時候當總召
會有多威風
會早點脫魯ㄇ
有卦？
","['前幾天不是有一隻賴清德的狗', '超威風 未實現的政策就有感', '妹子幹不完 真的 我們班就是 超羨慕', '超威風，學弟幹不完', '想想另外一位總召，人家全家才是真威風', '白飯免費ㄘ', '八面威風馮難敵那麼威風！', '可以A錢', '帶隊道歉再後悔，夠威風了吧', '是有多威風 不能運毒無罪叫甚麼威風', '總召不是屎缺嗎==  狗才當總召', '沒屁用=.=', '跟學妹做愛才是真的', '以後工作資歷+1', '沒屁用 我當過', '當過 確實沒屁用', '沒屁用', '超級屎缺', '然後交不到女友是個人魅力問題 跟', '職位沒關係', '就系上的猴王呀', '以後兒子會吸大麻', '笑死 沒看過妹想跟總召那種扯上關係的', '台大醫總召還是北科大總召？', '台大醫總召就屎缺，對以後就業沒幫助', '實際金流不必去查']"
Gossiping,Re: [爆卦] 台獨大老郭倍宏館長節目狂讚黃國昌！,hayato24 (樹枝孤鳥),Mon Jul 10 23:04:14 2023,"※ 引述《ahixa (真心不騙)》之銘言：
: 說郭倍宏是建商好像不這麼準確，因為現在建商都很像在指興富發這種負責統籌的公司
: 但郭倍宏一開始是專做營造，營造通常只負責蓋不負責賣也沒有養地炒地的問題
: 郭倍宏以前主要是蓋廠房起家，因為是海歸土木博士，所以先幫外商蓋廠，後來像展茂、茂迪、穎崴、益通、宇通、直得這些國內科技廠也都變成他的客戶
: 隨著科技業發展擴廠，二十幾年下來資本累積很快，不斷增資加上本身是甲級營造，生意愈做愈大，讓他變成獨派的金主爸爸，也照顧了不少小黨
: 差不多到2008才成立開發公司準備來蓋房子，不過推案也不多好像就兩案，但都是蓋極致奢華的豪宅
: 像高雄的HH，直接請到普立茲克建築獎得主來設計，裡面那個公設品味跟格局規劃真的很屌，有興趣的可以去看九面人拍的看房影片
: 說真的70年代可以考上台大土木，又到美國留學，本身會讀書有實力是一定的，可能家底也算不錯才可以在美國碩博這樣讀十年，所以你說這樣的鳳毛麟角放棄大好前途跑去搞台獨，結果被通緝回不了台灣是不是頭殼壞去，畢竟當年的海外黑名單是允許piupiu的，指不定哪天走在回家路上就像江南一樣被gank了
: 所以不管政治理念相不相同，但我覺得這種人才值得尊重，反觀現在政壇充斥一些沒讀書又沒實力的噗嚨共覺青，整天喊不要有下一個福島，然後晚上冷氣不關睡到飽，沒工作賺不到錢整天網路上打嘴砲只會說台灣不是一個正常的國家所以要獨立，代表人物就像陳柏惟這種沒讀書的草包，只能用嘴台獨，沒半點專業能力也賺不到錢。
: 另外還有像九萬這種暨南轉學考成大仔，還跑去LES洗學歷的政壇貴公子，原本以為他會是鬥雞，結果證明是一隻飼料雞，最後只記得他好像只會烤雞雞。


我要噓你,什麼普攏共覺青

是全黨一堆普攏共好嗎

上行慈禧帶頭學歷不清不楚

下效一堆洗學歷的草包

草包慈禧現在只剩唸稿和躲在臉書發文的功能

只會躲起來,連受訪都不敢

底下稍微有點學歷,人品也都是性騷擾的貨色

然後為了樁腳,為了大佬什麼後門都敢開

什麼阿薩布魯的人都推出來酬庸到死

儼然就是打著抗中飽台的貪腐集團

這黨我只服阿扁一個

阿扁雖貪,起碼也是有能力的人

而且還沒那麼專制

反觀現在綠共可不是叫假的

一下造窯要罰三百,一下數位中介法

一下不用去查,一下在那叫什麼叫

難怪死忠的都不敢亂說話,換個臉那個現在不知道要關到民國幾年

反觀丟馬英九鞋子的早就不知道哪裡消遙快活去了

馬英九就是太民主太軟弱,才會讓那些暴民為所欲為,想侵佔立法院就侵佔立法院

這群暴民綠衛兵就是下賤,給你民主自由的下場就是變本加厲

一定要搞中共那套才知道要乖乖der

","['義和團要出動了', '誰跟你中共，加賽', '上行下效 哀....']"
Gossiping,[新聞] 通膨降溫 前五月實質經常薪資轉為正成長,EstelleRinz (小艾),Mon Jul 10 23:04:36 2023,"
1.媒體來源:
中時

2.記者署名:
于國欽

3.完整新聞標題:
通膨降溫 前五月實質經常薪資轉為正成長

4.完整新聞內文:
主計總處今（10）日公布薪資調查結果，隨著通膨降溫，內需服務業復甦，1～5月「實質
經常性薪資」轉為正成長0.02％，惟出口不佳影響獎金發放，併計非經常性薪資後的「實
質總薪資」依舊下滑0.81％，續創近七年同期首度負成長。

國勢普查處副處長陳惠欣表示，國內勞動市場的內外需冷熱有別，5月製造業續受出口衰
退影響，僱用人數年減1.8萬，薪資增幅較緩，而住宿餐飲、零售業、休閒服務業等內需
服務業隨著民間消費活絡，持續復甦，僱用人數年增4.1萬人，薪資有不錯的成長。


她指出，受內需服務業復甦，加上通膨降溫，使得實質經常性薪資的年增率在1～5月轉為
0.02％，擺脫先前的負成長，不過，併計非經常性薪資（績效獎金、加班費、年終獎金）
之後的總薪資在1～5月續呈負成長，年減0.81％。

陳惠欣解釋，出口衰退影響了製造業發放的績效獎金，這是何以實質經常性薪資已轉為正
成長，實質總薪資仍是負成長的原因，至於下個月發布的實質總薪資，是否會因6月通膨
降至2％以下，年增率由負轉正？她表示，目前仍無法研判。

5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:
https://www.chinatimes.com/realtimenews/20230710004231-260410?chdtv

6.備註:

通膨降溫  薪資轉正啦

沒達到的人先去反省反省

再來哭夭好嗎?

笑屎

","['降溫拉  哪次不降  麵線吃起來', '終於要開始 智障(X) 滯脹(O) 了嗎？', '感恩党 讚嘆党 感謝党賜我吃穿', '0.02% 好意思拿出來講喔', '那可以降息惹吧？', '這幾號宇宙? 怎麼過去', '一直補助發錢通膨卻越來越低嘻嘻', '屁', '所以房價有比較便宜嗎？', '正成長0.02％=萬分之二  連雞蛋都買不起', '假數據也能寫得這麼認真不簡單', '誰能告訴我  什麼東西降價???????????????', '又改變計算方式了嗎?']"
Gossiping,[問卦] 為什麼晚上十點後就不開違停單？,lienchi (...),Mon Jul 10 23:06:15 2023,"最近搬到新社區，社區周圍都是紅線，白天沒人敢停，但到了晚上就停滿一堆車，雙b、
奧迪等等進口車都有，還常常是重複的車子，問管理員說現在警察十點就不開單了。看了
實在很不爽，自己花大錢買社區車位，這些人沒錢買車位，買什麼進口車，然後等到晚上
專找紅線停是有事嗎，這種人根本沒資格買車吧。不過重點還是十點不開單根本是讓這些
人有恃無恐亂停，所以十點不開單是什麼鬼？

","['為什麼既成違建不拆 類似阿', '改管+9要出來放風啊', '警察都不用下班不用休息？', '10點以後好想紅線可以停到隔天6點', '問你們選出來的民代啊', '九點以後不是擋住出入口都不開了', '你這篇又+1了', '問817阿 民進黨限縮檢舉', '4樓說的那個不是黃線嗎 ...', '你打110還是會來開單', 'https://i.imgur.com/2lMJeVq.jpg', '好像是勸導', '10點過後 路上車就很少了啊 幹嗎開', '所以你願意為了免錢而把車停戶外路邊喔?', '花錢買車位不就是為了一格遮風避雨地嗎?', '可悲細則不罰', '打電話檢舉就必需來開單']"
Gossiping,[問卦] 十多年前的檳榔西施被警察過肩摔的案子?,"aitt (非主流,有何不可(M))",Mon Jul 10 23:06:54 2023,"



就是當時鬧很大的顏如憶案啦,當時顏與新北一名盤查員警起了爭執,
顏尚未動手立即被該員警過肩摔,身上也有傷,顏被告妨礙公務是沒有問題,
不過那個摔他的員警為何最後認定正常執勤未過當而沒事?
有沒八卦?


","['沒有', '後來有出道不紅', '最頂8+9妹', '後來不是有....', 'https://i.imgur.com/m5DTTEu.jpg', '對！有沒發現被過肩摔的都不正', '有錢有勢奶大長的正 就不可能會被條', '子過肩摔 484？', '可惜呀 她生錯時代 現在的話就能當個直播主', '海噱一波', '鄭性澤案20年前還玩刑求呢，啥事也沒有', '說不定警察壓力已經很大.剛好顏又惹怒他', '乾脆把一股氣全出在她身上', '受害者根本也不知道能告警察吧', '有告啊.最後被認定值勤非過當', '飛機杯熱賣好幾年', '不得不說.跟台北比新北的警察素質確實比較差', '比方說對於女性或是比較軟的柿子', '盤查就會很不友善.那個警察一開始對顏就吼', '顏是8+9妹自然嚥不下跟他吵.但她畢竟是女生', '那警察對她摔她也根本無法反抗.', '當年還有情趣商品找她出了隻飛機杯']"
Gossiping,Re: [問卦] 兩桶白飯可以兩天洗五百篇？,autokey (該起床啦),Mon Jul 10 23:07:09 2023,"※ 引述《relaxcloud (蟬)》之銘言：
: 為什麼一件小事請
: 不過就幾個大學生跟一間熱炒店老闆吵架
: 整個八卦版兩天總共洗了500篇以上
: 到底一直洗是想掩蓋什麼
: 還是特定集團想搞爛ptt？
: 沒辦法管？

跟你說~這才是原汁原味的八卦版

就是白飯洗500篇

各種意見都有~百鳥爭鳴

好懷念這樣的八卦版喔~

讓我想起學生時代的PTT

嗚嗚......

","['就同樣的東西跳針了兩天', '洗賴導的手法永遠不變', '還一堆重複梗 寧願被噓也要發 意圖明', '顯', '想要洗掉賴導啊', '其實以前學生會自己上來爆掛 還會貼黑店版', '一個大版也沒統一意見幾百篇文還好吧', '會有政治魔人會說洗文想掩蓋什麼==', '洗文啊 洗學生屁孩', '明明是柯糞在洗，一直無腦推ee讓人吃不起', '白飯殺小的']"
Gossiping,[問卦] 目前亞洲喜劇有人超越周星馳了嗎？,Hosh (底層打工仔),Mon Jul 10 23:07:17 2023,"晚安晚安

魯肥剛剛電視看到整人專家又笑了一次，百看不厭這句話用在周星馳的電影真的很適用，
魯肥我就很好奇時至今日有人超越周星馳的喜劇了嗎？

本魯聽過西凱瑞東星馳，聽起來確實不是浪得虛名，有什麼喜劇比周星馳的好笑嗎？還是
其實周星馳還是可以再戰十年？
有沒有卦？

","['富邦悍將隊', 'fb上很多人說伯恩', '黃渤都比他好笑了', '周星馳在老人間還是很受歡迎，但年輕人已經', '長江七號我就笑不太出來了', '北野武', '不認識他了，所以要知道對方年齡層，問知不', '知道有沒看過周星馳電影就知道', '棟篤笑黃子華', '羅志祥', '有點難，不過早期作品真的比較好笑', '，後來的就沒這麼有趣了', '許不了', '照鏡子，你就是自己專屬的幽默大師', '沒有，亞洲演藝圈現在在我看來就是', '一灘死水', '也不會啦，某國內需足夠挺自嗨的', '你以為周星馳的成功是他一個人的嗎', '？', '周會演、會神來一筆改劇本，也得有', '好的劇本底跟拍攝，李力持、王晶、', '劉鎮偉、谷德昭這些人功不可沒，後', '來這些人慢慢消失在周的電影裡，光', '靠周自己就沒這麼好笑了', '再加上97後，很多題材不能用了', '王晶雖然被評為拍爛片，但在當年香', '港喜劇電影上也是一大貢獻', '王寶強，李國煌', '黃渤好笑，我是非常非常感到不以為然', '周喜劇的深度很難超越']"
Gossiping,[問卦] 做生意不就是細水長流,gcin (宅宅的),Mon Jul 10 23:08:02 2023,"大叔之前我做過旅宿業

接過很多大學生 宿營 迎新 送舊 寒訓 暑訓

我原本平均客單價是900

我接學生我都是算人頭給他們650~750左右

我知道學生還在發育很會吃

早餐吐司無限量 立頓奶茶無限量

晚上烤肉 我另外準備肉給他們吃到飽

結果 他們每年都來找我

反正喔 客人會介紹客人

尤其是學生族群

總有一天會成家立業  他還是會來

千萬不要小看現在的學生

我相信八卦版有某些人來我這住過 哈哈

","['每一行都是阿', '這種都小氣巴拉的,最好別再來', '細水長流要多久才能回本？當然是撈一波就', '閃啊', '服務好的變回頭客 長約客', '確實，不懂罵學生窮的是在想什麼', '有錢就要跑了', '做生意當然要暴起狂收', '那是你沒遇到奧客刷一星的', '41000：細水長流？', '克群不一樣啊 熱炒學生是要賺甚麼前', '====愛鬧大的店家就給他紅阿=====', '有時候有時候', '其實很多學生 畢業就業就離開了 根本不會', '回來', '學生這族群錢難賺', '畢旅就遇到很黑的，結果還不是爽賺，', '你不介紹他依舊可以接單接到排滿滿', '重點不是學生會不會回來吃 而是名聲', '一個老闆會盯著你看飯裝多少的店', '又接又瞧不起又公審霸凌有膽說沒飯吃', '的時候就霸氣退錢啊，吃飯被公審誰會', '連鄰居都在抱怨私德，應該有不少料啦', '爽', '你會想去吃?  我是不會啦', '一桌上班族吃的爽當回頭客，可能屌打', '一整間大學學生的一學期營收', '這副本要無限開喔 私德都出來', '是啊，有鄰居說老闆晚上唱k擾民', '星期六可以忽然接三十個客人 哪來的', '沒遇過奧客吧', '如果房子是自己的可以長流，如果是房', '東的 你細水只會變錢坑', '上班族回頭客   當作上班族不會挑喔', '很多流派吧 炒鞋炒字畫 古董Hen多都一波', '爆賺流，韭菜一刀切', '我看是慣老闆', '學生不會長大變上班族喔= =', '有些老店的客人都從小吃到大的', '刷一星自有公評啦，刷一星就奧客，這種邏', '輯應該是奧老闆吧', '我是上班族我也不爽再去吃', '沒有喔 現在流行免洗的 臭了換個名字又', '是新的', '你知道為什麼現在手遊氾濫嗎？', '做生意也是要有點品德，瞧不起學生真的', '垃圾']"
Gossiping,[問卦] 北科大白飯事件到底想掩蓋什麼新聞？,jimlexus (中華民國空軍４％嘴砲營),Mon Jul 10 23:09:22 2023,"
①九妹分手？
②臺製衛星運往南美洲？
③KP演唱會門票？

真的實在太誇張了～

短短兩天，北科白飯事件洗的篇數如此之大

不知道背後到底要掩蓋什麼新聞？

你覺得呢？

","['雜糧基金會ㄅ', '之前猴子的新聞洗好幾個禮拜', '深宮怨男', '狒狒', '賴導啊', '價值上億的無本豬舍吧', '問will', '716', '你看你不是又一篇', '民進黨的鳥事吧', '某個縣市有天坑', '居住正義遊行', '賴導巧遇', '7/16', '民進黨東海賴導事件', '嘉南平原休耕阿', '巧遇', 'IMb 哥布林', '自導自演阿，可笑', '賴導昨天導戲太難看', '遊行啊', 'IMb 哥布林 716', '陳明文貸款違反利益迴避法', '洗掉民進黨政績，也蓋掉天坑新聞', 'https://i.imgur.com/zcEu8fX.jpg', '豬舍文啊', '嘉義豬屎？', '賴導巧遇事件', '功德巧遇啊', '畸零王', '外役監阿', '賴清德演戲陳明文超貸，雜糧基金會貪污', '把晶片技術無償送立陶宛']"
Gossiping,Re: [問卦] 下個月推出40年房貸是什麼意思阿,SaberMyWifi (賽巴),Mon Jul 10 23:10:09 2023,"40年1000萬+寬限期5年

前五年每個月只要付1萬多

隨便一個上班族都買得起房

給你5年時間打拼、5年後付不起賣掉就好

漲幅搞不好還小賺

我只知道

我要趁這波上車，晉升有房階級了


","['等散戶上車就要崩了', '40年這種長期房貸，肥宅無法保證能那', '麼長壽', '40年給你 總有漲的時候吧', '央行要幫鳥窩解套的意思啦', '要崩了+1', '1200萬鳥窩扣完公設剛好變套房', '養奴工', '誰接誰倒楣', '你這邊漲價別的也漲價阿,改租屋?', '付不起賣掉也要你保證房價不漲不跌耶', '漲起來 其他房子也漲了 一樣沒地方住', '政府真的很怕房子跌欸，操', '2024一定下架炒房黨！', '我就是說民進黨啦', '40年幾乎超過人生工作時期的掩耳盜鈴式', '拖台錢貸款，戳破資產泡沫的那一瞬間想', '想都刺激，直接墜入用世紀起算的失落週', '期。', 'https://i.imgur.com/6zvM6r6.jpg', '羨慕嫉妒恨，我才35年房貸五年寬限期，利率2', '.06%，全都輸新版青貸QQ']"
Gossiping,[問卦] 西洋棋容易學嗎？,chubby31190 (優文專家),Mon Jul 10 23:10:13 2023,"本帥在看妹子下西洋棋
 
旁邊好像有鐘在計時
 
走完一步就要按一下

感覺反應要很快
 
看后翼棄兵 下棋似乎要有天份
 
有沒有西洋棋好不好學的卦？
","['EZ 裝B用的 圍棋深多ㄌ', '樓下都看后羿棄兵學 已經在打比賽', '會下象棋的話 學很快', 'theory很多 我覺得不容易', '不難啊', 'https://i.imgur.com/pCV7m42.png', '休閒不難吧', '示範給你看有多快', '黑的開局就錯了吧', '看奶子 別整天看棋子']"
Gossiping,[問卦] 灑幣學費不用打工惹，那不就又缺工了嗎?,ptt987654321 (大谷躺平),Mon Jul 10 23:10:46 2023,"如題
2個學生
很感謝不用打工了
我就在想
那這樣不就更缺工了
那還不如讓台灣勞工收入變高還比較有用
有沒有八卦

","['想找免洗筷的慣老闆哭哭', '不用打工也不會特別去讀書啦XD', '白飯比較重要', '只會有更多媽寶猴', '人家又沒有要連戲，幹嘛計較這麼多？', '把職缺留給畢業生', '4害我吃飯沒服務生', '進外勞阿,到時大賣場也都是外勞', '乾 這種政策', '全台服務業震怒', '這政府只會傻幣處理，反正2025不干我的事']"
Gossiping,[問卦] 裁員有沒有比較好聽的說法？,bbbb25487 (黃昏の恋人),Mon Jul 10 23:11:20 2023,"
最近一直有消息說有大公司要裁員

話說裁員這個事情對於勞資來說都是個傷害

當勞工被周圍的人知道他被裁員 第一個反應

通常都是覺得他能力是不是不好？

然後公司被爆出大量裁員的時候

會讓人家覺得這家公司是不是經營管理財務有問題？

所以有時候得找個比較好聽的說法比較好

那裁員有沒有比較好聽的說法？

","['人力調整 對面說 人力優化', '請你回家吃自己：）', '詳請請參考 型男飛行日記', '組織調整', '開除老闆', '私人企業說真的沒必要替員工著想', '人才釋出', '放假', '跟老闆 battle', '人力流動 啟動', '部門業務整合', '薪水不高又被裁才可憐', '功德圓滿', '薪水已經不高了還可以被裁  根本選錯公司', '圓夢', 'Ac 的人對吧', '圓夢基金', '人力資源管理', '裁員要資遣資不是？逼你自己離職較多', '優退', '回家吃自己', '長假', '群創喔？', '技巧性人力資源調配', '放飛自我', '人力精簡', '老闆錢多想發資遣費', '精簡人事', '轉換跑道', '我看成 載具XD', '事業第二春', '自己創業', 'https://i.imgur.com/TTBvwnp.png', '放你自由', '超休', '想被裁員 當初選了一家穩到爆公司 後悔', '你自由了', '喝西北風', '轉換跑道', '暫時停止上班', '民主的假期', '韌性工時', '圓夢假', 'https://i.imgur.com/zGVnIOP.gif', '靈活就業 鄰國青年20%以上', '減班休息', 'DFA', '不就電子發票？', '企業轉型', '功德圓滿', '類放假', '離職治百病，無事一身輕', '向就業市場釋放優秀人才', 'Thank you', '人力資源釋出', '無限特休', '類深造', '升級為老闆', '冗員清零', '休息', '類長假', '早期企管書上有用過「流程改造」這個名詞', '優退', '小編都會拿刀了，裁員有何不敢？', '退隊', '阿不就是""發大禮包""嗎 美光不是示範了', '每個走得都笑得合不攏嘴', '瘦身 優退', '不過我笑鬼島爛企業發不出來也學不來啦', '不是圓夢假2.0?', '刀', '鼓勵員工勇敢逐夢', '圓夢假，讚讚', '享受人生', '假期多了 親情厚了', '人力精實', '垃圾公司', '躺平', '體恤職員 讓大家放長假', '恭喜加入F.I.R.E族', '新陳代謝', '讓你完成人生規劃', '掰噗', '給你新的挑戰', '滾', '滾蛋', '按下人生暫停鍵', '員工不爽可以離職，公司經營考量裁員有', '何不可', '無薪長假', '炒你的魷魚', '企業優化啊', '吃自己', '中國講法，為廣大社會輸送優良人才。', 'Fire', '職務調整，業務機動性調整，', '人力微調，部門轉換，媒介其他企業就職', '「本公司全力支持員工，追求更卓越的職', '涯挑戰」', '釋出大量菁英', '讓同業擁有取得優秀人力機會，一起貢獻', '社會', '好像是群創優退員工啊', '人力調整=沒有空位, 職缺媒合=沒有職缺', '向社會輸送人才', '畢業', '回家粗自己', '瘦身', '讓大家回去圓夢', '讓員工找尋自我', '築夢踏實 財源滾滾', '給的夠叫優退啊XD', '給不夠就…', '冗員代謝', '優化組織 輸出人才', '滾', '問賴功德']"
